                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                  0.983,                 1.5826,                0.66812,                0.99222,                0.81697,                0.82609,                 0.8304,                0.52461,                0.78833,                0.79876,                0.79714,                0.42818,                  1.146,                 1.8235,                0.73545,                 1.1107,                 0.0034,                 0.0034,                 0.0034
                    103,                0.96175,                 1.5329,                0.64826,                0.98653,                 0.8125,                0.82863,                0.83797,                0.53233,                0.78587,                0.79854,                 0.8003,                0.43233,                 1.1381,                 1.8207,                0.72937,                 1.1083,               0.003334,               0.003334,               0.003334
                    104,                0.97066,                 1.5763,                 0.6494,                0.98797,                0.81946,                0.82296,                0.83449,                  0.534,                0.79559,                0.80109,                0.80596,                0.43923,                 1.1313,                 1.7864,                0.72764,                 1.0992,               0.003268,               0.003268,               0.003268
                    105,                0.98707,                 1.5928,                0.65381,                0.99814,                0.81183,                0.81302,                0.81543,                0.50719,                0.80086,                 0.8008,                0.79748,                0.42578,                  1.179,                 1.8662,                0.75555,                 1.1213,               0.003202,               0.003202,               0.003202
                    106,                0.96667,                 1.5357,                0.64553,                  0.979,                0.81494,                0.81662,                0.82317,                0.51248,                0.79506,                 0.7994,                0.79786,                0.42436,                 1.1568,                 1.8441,                0.74983,                 1.1103,               0.003136,               0.003136,               0.003136
                    107,                0.96145,                 1.5392,                0.64034,                0.98281,                0.82116,                0.81759,                0.83113,                0.53014,                0.80058,                0.79169,                0.80068,                0.43484,                 1.1415,                 1.8169,                0.73853,                 1.1068,                0.00307,                0.00307,                0.00307
                    108,                0.95773,                 1.5159,                0.63687,                0.97718,                 0.8146,                0.83505,                0.83645,                0.53524,                0.78556,                0.80058,                0.79885,                0.43844,                 1.1336,                  1.802,                0.72664,                 1.0984,               0.003004,               0.003004,               0.003004
                    109,                0.94586,                 1.5494,                0.64205,                0.97697,                0.81967,                0.82422,                0.83339,                0.53188,                0.78959,                0.79712,                0.79783,                0.43691,                 1.1305,                 1.8311,                0.73352,                 1.1092,               0.002938,               0.002938,               0.002938
                    110,                0.96315,                 1.5235,                0.62975,                0.98063,                0.81004,                0.81374,                0.81654,                0.51303,                0.78495,                0.78819,                0.78515,                0.42036,                 1.1631,                 1.8736,                 0.7536,                  1.116,               0.002872,               0.002872,               0.002872
                    111,                0.94622,                 1.5355,                0.62907,                0.97847,                0.77958,                0.75395,                0.76245,                0.46375,                0.72095,                0.70964,                0.69312,                0.35509,                 1.2414,                 2.2659,                0.86998,                 1.1653,               0.002806,               0.002806,               0.002806
                    112,                0.94698,                 1.5307,                0.62358,                0.97118,                 0.8089,                  0.849,                0.83834,                0.53767,                0.78683,                0.80972,                0.80299,                 0.4443,                 1.1277,                 1.8001,                 0.7208,                 1.1023,                0.00274,                0.00274,                0.00274
                    113,                0.95324,                 1.5111,                0.63135,                0.98585,                0.81301,                0.83764,                0.83525,                0.53431,                0.78008,                 0.8034,                0.79596,                0.43458,                 1.1297,                 1.8241,                0.73377,                 1.1053,               0.002674,               0.002674,               0.002674
                    114,                 0.9487,                 1.5455,                0.62592,                0.97263,                0.82365,                0.82311,                0.83254,                0.53415,                0.79213,                0.79762,                 0.7972,                0.43351,                 1.1433,                 1.8368,                0.73485,                 1.1063,               0.002608,               0.002608,               0.002608
                    115,                0.96617,                 1.5292,                 0.6181,                0.97739,                0.81356,                 0.8263,                   0.83,                0.53051,                0.79043,                0.79309,                0.79594,                0.43069,                  1.139,                  1.833,                0.73484,                 1.1074,               0.002542,               0.002542,               0.002542
                    116,                0.95377,                 1.5389,                0.62705,                0.97574,                 0.8187,                0.83019,                 0.8379,                0.53655,                0.79152,                0.80002,                0.80099,                0.44156,                 1.1355,                 1.7955,                 0.7228,                 1.1104,               0.002476,               0.002476,               0.002476
                    117,                0.96929,                 1.5094,                0.66938,                 1.0035,                0.80925,                0.82335,                0.81904,                 0.5175,                0.78821,                0.81022,                0.80023,                0.43544,                 1.1706,                 1.8585,                0.74205,                 1.1208,                0.00241,                0.00241,                0.00241
                    118,                0.93436,                 1.5113,                0.62226,                0.97112,                0.81617,                0.80513,                0.81763,                0.51465,                0.77767,                0.77642,                0.78001,                0.41969,                 1.1636,                 1.9088,                0.76203,                 1.1216,               0.002344,               0.002344,               0.002344
                    119,                0.92861,                 1.4901,                0.60154,                0.96951,                0.82577,                0.82248,                0.83191,                0.52733,                0.79942,                0.80087,                0.80096,                0.43827,                 1.1476,                 1.8379,                0.73418,                 1.1085,               0.002278,               0.002278,               0.002278
                    120,                0.91998,                  1.498,                0.59952,                0.96703,                0.81597,                0.83816,                0.84066,                0.54216,                  0.789,                0.80867,                 0.8081,                 0.4426,                 1.1266,                 1.8319,                0.71314,                  1.106,               0.002212,               0.002212,               0.002212
                    121,                0.92084,                 1.5182,                0.59417,                0.97001,                0.81127,                0.81822,                0.81752,                0.51154,                0.79232,                0.78735,                0.78503,                0.42025,                 1.1735,                 1.8845,                0.74773,                  1.122,               0.002146,               0.002146,               0.002146
                    122,                0.92169,                 1.5045,                0.59317,                0.96694,                0.81667,                0.81007,                0.81597,                0.51606,                 0.7885,                0.79363,                0.78643,                0.42638,                  1.155,                 1.8838,                0.74884,                 1.1192,                0.00208,                0.00208,                0.00208
                    123,                0.91292,                 1.4775,                0.59579,                 0.9681,                0.81767,                0.83161,                0.83726,                0.53333,                0.78526,                0.80467,                0.80123,                0.43451,                 1.1367,                 1.8131,                0.72561,                  1.108,               0.002014,               0.002014,               0.002014
                    124,                0.92263,                 1.4944,                 0.5992,                0.96814,                0.81939,                 0.8169,                 0.8207,                0.51715,                0.79079,                0.79029,                0.78549,                0.42359,                 1.1653,                 1.8871,                0.74493,                 1.1196,               0.001948,               0.001948,               0.001948
                    125,                0.93631,                 1.5065,                0.63392,                0.96959,                0.82824,                0.82626,                0.83203,                0.52718,                0.81055,                0.79593,                0.80179,                0.44042,                 1.1454,                 1.8412,                 0.7303,                 1.1181,               0.001882,               0.001882,               0.001882
                    126,                0.91417,                 1.4787,                0.58303,                0.96016,                0.82573,                0.81984,                0.82891,                0.52397,                0.79798,                0.79326,                0.79556,                0.42963,                 1.1483,                 1.8436,                0.73861,                 1.1137,               0.001816,               0.001816,               0.001816
                    127,                0.91585,                 1.4776,                0.58796,                0.95888,                0.82777,                0.83026,                0.83971,                0.53797,                0.80981,                0.79263,                0.80533,                0.44203,                 1.1311,                  1.804,                0.71954,                 1.1118,                0.00175,                0.00175,                0.00175
                    128,                0.92463,                 1.5018,                0.58907,                0.96313,                0.82158,                0.81676,                0.82798,                0.52495,                 0.8029,                0.79049,                 0.8004,                0.43402,                 1.1525,                 1.8347,                0.73228,                 1.1187,               0.001684,               0.001684,               0.001684
                    129,                0.91393,                 1.4987,                 0.5914,                0.96402,                0.81671,                0.82691,                0.82529,                0.52154,                0.79713,                0.79921,                 0.7977,                0.43314,                 1.1482,                 1.8295,                0.73593,                 1.1149,               0.001618,               0.001618,               0.001618
                    130,                0.90441,                  1.427,                0.58988,                0.96591,                 0.8194,                0.81578,                0.82455,                0.52391,                0.79967,                0.79671,                0.79802,                0.43884,                 1.1512,                 1.8288,                0.73004,                 1.1173,               0.001552,               0.001552,               0.001552
                    131,                0.90519,                 1.4523,                0.57215,                0.96258,                0.81156,                0.80476,                0.81414,                0.51452,                0.78636,                0.77265,                0.77838,                 0.4171,                 1.1646,                 1.9004,                0.76557,                 1.1263,               0.001486,               0.001486,               0.001486
                    132,                0.89091,                 1.4356,                0.56102,                0.94883,                0.82811,                0.82179,                 0.8347,                0.53594,                0.80058,                0.79568,                 0.8016,                0.43918,                 1.1334,                 1.8322,                0.72316,                 1.1059,                0.00142,                0.00142,                0.00142
                    133,                 0.9117,                 1.4615,                0.56951,                0.96168,                0.82445,                0.82287,                0.82612,                0.52888,                0.80681,                0.80092,                0.79972,                0.43491,                 1.1351,                 1.8604,                0.71953,                 1.1079,               0.001354,               0.001354,               0.001354
                    134,                0.89234,                 1.4536,                0.55956,                0.95031,                0.81499,                0.80578,                0.80824,                0.50388,                0.79397,                 0.7831,                0.78177,                0.41831,                 1.1888,                 1.9423,                0.75378,                 1.1273,               0.001288,               0.001288,               0.001288
                    135,                0.88802,                 1.4316,                0.55447,                 0.9533,                0.82823,                0.82169,                0.82752,                0.52663,                0.79359,                0.81056,                 0.7982,                0.43476,                 1.1442,                 1.8647,                0.72819,                 1.1075,               0.001222,               0.001222,               0.001222
                    136,                0.87788,                 1.4199,                0.54701,                0.95605,                0.81803,                0.83055,                0.82789,                  0.528,                0.79668,                0.80445,                0.79691,                0.43318,                 1.1458,                   1.85,                 0.7251,                 1.1082,               0.001156,               0.001156,               0.001156
                    137,                0.89548,                 1.4419,                0.55292,                 0.9539,                0.82375,                 0.8222,                0.82434,                0.52218,                0.80234,                0.79063,                0.79436,                 0.4351,                 1.1583,                 1.8672,                0.73252,                 1.1173,                0.00109,                0.00109,                0.00109
                    138,                0.87844,                 1.4251,                0.54891,                0.94616,                0.81583,                0.83553,                0.83296,                0.53161,                0.78616,                0.81235,                0.80085,                0.43713,                 1.1393,                 1.8533,                0.71752,                 1.1123,               0.001024,               0.001024,               0.001024
                    139,                0.88658,                 1.4257,                0.54527,                0.94802,                0.81908,                 0.8298,                0.83584,                0.53939,                0.79212,                 0.8033,                0.80233,                0.43974,                  1.132,                 1.8368,                0.71375,                 1.1069,               0.000958,               0.000958,               0.000958
                    140,                0.88176,                 1.4192,                0.54184,                0.94404,                0.82331,                0.83494,                0.83576,                0.53575,                0.79642,                0.80148,                0.79926,                0.43967,                 1.1407,                 1.8469,                0.71527,                 1.1126,               0.000892,               0.000892,               0.000892
                    141,                0.87995,                 1.4395,                0.54318,                0.95131,                0.81782,                0.82309,                0.82194,                0.52139,                0.78781,                0.80174,                0.79041,                0.42853,                 1.1559,                 1.8808,                0.72872,                  1.117,               0.000826,               0.000826,               0.000826
                    142,                0.86997,                 1.4241,                0.54742,                0.94823,                 0.8183,                0.82388,                0.82678,                 0.5272,                0.79834,                0.80225,                0.79569,                0.43323,                 1.1456,                  1.868,                0.72361,                 1.1155,                0.00076,                0.00076,                0.00076
                    143,                0.87348,                 1.4508,                0.54313,                0.95068,                0.83031,                0.82443,                0.83252,                0.53035,                0.79798,                0.79706,                0.79623,                 0.4355,                  1.144,                 1.8503,                0.72194,                 1.1175,               0.000694,               0.000694,               0.000694
                    144,                0.87188,                 1.4246,                 0.5328,                0.94448,                0.82182,                0.82752,                0.82473,                0.52073,                0.79542,                0.80247,                0.79326,                0.43076,                 1.1519,                 1.8726,                0.72546,                 1.1163,               0.000628,               0.000628,               0.000628
                    145,                0.86989,                 1.4058,                0.53258,                0.94476,                0.83051,                0.82267,                0.82919,                0.52425,                0.80139,                0.79477,                0.79092,                0.43009,                 1.1503,                 1.8793,                0.73086,                 1.1234,               0.000562,               0.000562,               0.000562
                    146,                0.86936,                 1.4026,                0.52759,                0.94217,                0.83047,                 0.8269,                0.83314,                0.53083,                 0.8084,                0.79575,                0.79618,                0.43571,                 1.1445,                 1.8654,                  0.714,                 1.1194,               0.000496,               0.000496,               0.000496
                    147,                0.86546,                 1.4137,                0.53707,                0.94233,                0.82784,                0.82543,                 0.8296,                0.53136,                0.80741,                0.79824,                0.80049,                0.44116,                 1.1399,                 1.8581,                0.71715,                 1.1148,                0.00043,                0.00043,                0.00043
                    148,                0.87391,                 1.4915,                0.53314,                0.94741,                0.82228,                0.83019,                0.83359,                0.53599,                0.80364,                0.79838,                0.79999,                0.43922,                 1.1336,                  1.857,                0.71077,                 1.1117,               0.000364,               0.000364,               0.000364
                    149,                0.85747,                 1.4052,                0.52719,                0.94267,                0.82478,                 0.8289,                0.83232,                0.53573,                0.80367,                0.80355,                0.80241,                0.44071,                 1.1321,                 1.8581,                0.71118,                 1.1105,               0.000298,               0.000298,               0.000298
                    150,                0.85117,                 1.3678,                  0.517,                0.93789,                0.83113,                 0.8297,                0.83089,                0.52936,                0.80336,                 0.8042,                0.80014,                0.43718,                 1.1405,                 1.8686,                0.71415,                 1.1158,               0.000232,               0.000232,               0.000232
